ID,Source,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Street,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-4610016,Source1,2,2023-01-27 19:31:00,2023-01-27 23:17:17,35.433353,-117.671731,35.435667,-117.67088,0.167,Incident on US-395 near GARLOCK RD Drive with caution.,Garlock Rd,Johannesburg,Kern,CA,93528,US,US/Pacific,KNID,2023-01-27 19:56:00,45,45,44,27.53,10,CALM,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-3768836,Source1,2,2022-04-10 18:24:00,2022-04-10 19:39:18,30.188116,-81.70289,30.188067,-81.703176,0.017,Incident on ELDRIDGE AVE near PARK AVE Drive with caution.,Eldridge Ave,Orange Park,Clay,FL,32073-2955,US,US/Eastern,KNIP,2022-04-10 18:53:00,72,72,35,30.09,10,SE,5,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6089819,Source1,2,2021-11-01 10:18:00,2021-11-01 10:45:30,34.022117,-118.230132,34.027544,-118.22993,0.375,Slow traffic from E Washington Blvd/E 15th St (Santa Fe Ave) to I-10/Santa Monica Fwy (Santa Fe Ave) due to accident.,S Santa Fe Ave,Los Angeles,Los Angeles,CA,90021-2918,US,US/Pacific,KCQT,2021-11-01 9:52:00,63,63,72,29.92,6,CALM,0,0,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4388210,Source1,2,2022-11-11 14:41:27,2022-11-11 16:08:37,35.211227,-80.828282,35.210766,-80.827569,0.051,Incident on E 3RD ST near LILLINGTON AVE Drive with caution.,Lillington Ave,Charlotte,Mecklenburg,NC,28204,US,US/Eastern,KCLT,2022-11-11 14:52:00,70,70,90,28.8,8,S,18,0.02,Light Rain,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7329103,Source1,2,2019-10-05 16:45:00,2019-10-05 19:57:47,45.83258,-94.93403,45.83222,-94.93444,0.032,At CR-2 - Accident.,US 71,Sauk Centre,Todd,MN,56378,US,US/Central,KD39,2019-10-05 16:36:00,53,53,92,28.3,10,W,15,0.01,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-493916,Source2,2,2017-07-08 11:24:27,2017-07-08 12:09:03,34.165009,-118.474892,,,0,Right hand shoulder blocked due to accident on US-101 Eastbound at Exit 19B Haskell Ave.,US-101 S,Encino,Los Angeles,CA,91436,US,US/Pacific,KVNY,2017-07-08 11:51:00,100.9,,19,29.83,10,East,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1082416,Source2,3,2021-04-14 7:41:05,2021-04-14 9:55:58,42.861092,-73.776871,,,1.730000019,Entry ramp to I-87 Southbound from Clifton Park Blvd closed due to accident.,Clifton Park Center Rd,Clifton Park,Saratoga,NY,12065,US,US/Eastern,KSCH,2021-04-14 7:47:00,54,54,62,29.65,15,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3652581,Source1,2,2023-02-28 7:06:00,2023-02-28 9:14:26,40.417608,-76.552734,40.422564,-76.534071,1.04,Crash on I-81 northbound 1.8 miles south of Exit 89: I-78 EAST - ALLENTOWN. There is a shoulder closed.,I-81 N,Annville,Lebanon,PA,17003,US,US/Eastern,KMUI,2023-02-28 6:55:00,36,29,87,29.1,4,E,9,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2495109,Source2,2,2018-10-03 7:42:30,2018-10-03 8:12:08,33.941074,-84.504333,,,0,Right hand shoulder blocked due to accident on I-75 Southbound after Exit 263 GA-120 Marietta Pkwy.,S Marietta Pkwy SE,Marietta,Cobb,GA,30067,US,US/Eastern,KMGE,2018-10-03 7:56:00,65.1,,92,30.16,10,Calm,,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3927969,Source1,2,2022-07-15 15:13:00,2022-07-15 16:28:43,40.554784,-111.897446,40.539991,-111.893925,1.039,Incident on I-15 SB near MP 293 Right shoulder closed.,I-15 S,South Jordan,Salt Lake,UT,84095,US,US/Mountain,KU42,2022-07-15 14:54:00,82,82,51,25.84,10,SSE,12,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6320619,Source1,4,2021-06-25 4:45:00,2021-06-25 11:33:38,40.379627,-79.925504,40.368159,-79.929453,0.819,Crash on PA 885 southbound between MIFFLIN RD and IRWIN RUN RD. All lanes closed.,Mifflin Rd,Pittsburgh,Allegheny,PA,15207,US,US/Eastern,KAGC,2021-06-25 4:53:00,62,62,72,28.85,10,SSE,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Day,Day
A-3625154,Source1,3,2017-06-21 16:59:54,2017-06-21 22:59:54,45.03677,-93.06781,45.0375,-93.05517,0.619,At I-35E/Exit 47 - Accident.,I-35E N,Saint Paul,Ramsey,MN,55127,US,US/Central,KANE,2017-06-21 16:45:00,82.4,,39,29.77,10,South,16.1,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4445208,Source1,2,2022-09-08 14:17:05,2022-09-08 20:17:04,30.3941,-97.7482,30.394091,-97.747458,0.044,Accident,Great Hills Trl,Austin,Travis,TX,78759,US,US/Central,KATT,2022-09-08 13:51:00,91,91,45,29.14,10,CALM,0,0,Mostly Cloudy,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4393671,Source1,2,2022-12-17 1:16:00,2022-12-17 2:31:35,30.327911,-81.529311,30.327645,-81.529115,0.022,Incident on I-295 SB near MM 48 Drive with caution.,E Beltway S,Jacksonville,Duval,FL,32225,US,US/Eastern,KCRG,2022-12-17 0:53:00,45,45,86,30.01,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-439593,Source2,3,2017-05-14 9:17:39,2017-05-14 9:47:22,33.941364,-118.096634,,,0.009999999776,Accident on I-605 Northbound at Exits 11 12 I-5.,I-605 S,Downey,Los Angeles,CA,90241,US,US/Pacific,KLGB,2017-05-14 9:28:00,62.1,,70,29.89,10,South,9.2,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5349843,Source1,2,2023-01-21 9:39:00,2023-01-21 9:51:00,30.527731,-81.63607,30.585937,-81.646598,4.07,Slow traffic on I-95 N from Pecan Park Rd/Exit 366 (I-95) to FL-A1A/Exit 373 (I-95) due to accident.,I-95 N,Jacksonville,Duval,FL,32218,US,US/Eastern,KJAX,2023-01-21 9:56:00,54,54,66,30.13,10,CALM,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1461958,Source2,2,2020-05-06 11:58:07,2020-05-06 12:44:07,36.26408,-86.830803,,,0,Accident on Knight Dr at US-431 Whites Creek Pike.,Whites Creek Pike,Whites Creek,Davidson,TN,37189-9125,US,US/Central,KBNA,2020-05-06 11:53:00,49,44,74,29.46,10,N,14,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4986138,Source1,2,2022-04-27 21:45:00,2022-04-27 23:04:25,40.975743,-76.510218,40.976546,-76.506399,0.207,Incident on US-11 NB near QUARRY RD Expect long delays.,Montour Blvd,Bloomsburg,Columbia,PA,17815-8587,US,US/Eastern,KSEG,2022-04-27 21:53:00,38,30,55,29.68,10,NW,13,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-1955824,Source2,2,2019-07-08 15:53:43,2019-07-08 16:38:32,34.104179,-80.954933,,,0,Accident on SC-555 Farrow Rd at Rabon Rd.,Rabon Rd,Columbia,Richland,SC,29203,US,US/Eastern,KCUB,2019-07-08 15:53:00,93,93,54,29.6,10,W,6,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-5454582,Source1,2,2023-01-26 18:35:00,2023-01-26 22:01:29,33.783259,-117.771654,33.782758,-117.772153,0.045,Incident on NEWPORT AVE near HOUSE 9801 Drive with caution.,Newport Ave,Orange,Orange,CA,92869,US,US/Pacific,KSNA,2023-01-26 18:53:00,67,67,16,30.22,10,NE,12,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Day
A-3301143,Source2,2,2017-09-12 8:05:56,2017-09-12 8:35:35,41.292393,-73.85463,,,0,Right hand shoulder blocked due to accident on US-202 Crompond Rd Eastbound near Lexington Ave.,Crompond Rd,Cortlandt Manor,Westchester,NY,10567-7210,US,US/Eastern,KHPN,2017-09-12 7:56:00,60.1,,80,30.05,10,NW,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-3157389,Source2,3,2017-12-30 7:07:25,2017-12-30 7:36:56,44.885586,-93.004295,,,0,Accident on I-494 Eastbound at Exits 63A 63B 63C US-10.,US-10 W,Newport,Washington,MN,55055,US,US/Central,KSGS,2017-12-30 7:15:00,-12.3,-29.1,68,30.52,10,WNW,8.1,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-1002574,Source2,2,2021-06-16 16:34:07,2021-06-16 17:03:46,29.95805,-90.00621,,,0,Accident on Government St at LA-46 St Claude Ave.,Saint Claude Ave,Arabi,St. Bernard,LA,70032-1206,US,US/Central,KNEW,2021-06-16 16:53:00,90,90,48,29.95,10,ESE,7,0,Fair,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-1360925,Source2,2,2020-10-28 5:19:06,2020-10-28 6:33:51,38.925579,-76.988113,,,0,Accident on 13th St at Franklin St.,13th St NE,Washington,District of Columbia,DC,20018-3902,US,US/Eastern,KCGS,2020-10-28 5:15:00,60,60,92,30,7,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Night,Night,Night,Night
A-5870614,Source1,2,2021-12-28 14:28:52,2021-12-28 17:15:07,43.93912196,-91.63006425,43.95675196,-91.67313425,2.465,Construction on I-90 WB near MN-76 Expect delays.,I-90 W,Winona,Winona,MN,55987,US,US/Central,KONA,2021-12-28 14:35:00,21,14,100,28.88,0.25,SSE,6,0,Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1662755,Source2,3,2020-02-22 13:37:11,2020-02-22 14:13:00,33.802692,-84.386261,,,0,Left lane blocked due to accident on I-85 Southbound at Exit 86 GA-13.,GA-403 S,Atlanta,Fulton,GA,30309,US,US/Eastern,KFTY,2020-02-22 13:53:00,51,51,38,29.5,10,VAR,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3724689,Source1,2,2022-12-23 16:10:07,2022-12-23 17:28:34,40.268399,-75.654579,40.266497,-75.651098,0.226,Incident on UPLAND SQUARE DR near SELL RD Drive with caution.,Upland Square Dr,Pottstown,Montgomery,PA,19464,US,US/Eastern,KPTW,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3638090,Source1,3,2017-06-19 15:22:11,2017-06-19 21:22:11,36.14143,-115.17341,36.14747,-115.1681,0.512,At Sahara Ave/Exit 40 - Accident.,I-15 N,Las Vegas,Clark,NV,89102,US,US/Pacific,KVGT,2017-06-19 14:53:00,111,,7,29.75,10,SE,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6260845,Source1,2,2021-08-23 16:58:30,2021-08-23 19:10:20,34.011752,-118.159226,34.010254,-118.159733,0.107,Slow traffic from Union Pacific Ave to I-5 N due to accident.,S Atlantic Blvd,Los Angeles,Los Angeles,CA,90022-5015,US,US/Pacific,KCQT,2021-08-23 16:52:00,74,74,62,29.64,10,VAR,5,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-148841,Source2,3,2017-01-10 12:23:55,2017-01-10 12:53:33,33.632896,-84.400795,,,0.01,Left hand shoulder blocked due to accident on I-75 Northbound at Exits 237A 238A 238B I-285.,I-285 E,Atlanta,Clayton,GA,30354,US,US/Eastern,KATL,2017-01-10 12:52:00,51.1,,54,30.39,10,SSE,12.7,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1918608,Source2,2,2019-08-17 15:52:33,2019-08-17 16:55:30,36.409302,-82.47113,,,0,Accident on Glen Mize Way at Old Gray Station Rd.,Old Gray Station Rd,Johnson City,Washington,TN,37615-2487,US,US/Eastern,KTRI,2019-08-17 15:53:00,91,91,36,28.43,10,WSW,8,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6157046,Source1,2,2021-08-14 10:59:26,2021-08-14 12:16:20,25.885859,-80.191556,25.886262,-80.191161,0.037,Incident on W DIXIE HWY near HOUSE 12051 Drive with caution.,W Biscayne Canal Rd,Miami,Miami-Dade,FL,33161-6139,US,US/Eastern,KOPF,2021-08-14 10:53:00,88,88,61,30.07,10,SE,22,0,Fair / Windy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3622049,Source1,4,2017-05-19 19:17:19,2017-05-20 1:17:19,47.475907,-122.17689,47.476914,-122.17915,0.126,Closed at 5th St - Road closed due to accident.,Maple Valley Hwy,Renton,King,WA,98058,US,US/Pacific,KRNT,2017-05-19 18:53:00,70,,49,30.08,10,SSW,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-6367268,Source1,2,2021-01-11 14:54:35,2021-01-11 17:17:23,46.776618,-94.492131,46.774696,-94.490578,0.152,Accident on MN-87/Washburn Ave/4th St (MN-371) from MN-84/CR-2/Barclay Ave (MN-371) to MN-371.,State Highway 371 SW,Backus,Cass,MN,56435-2397,US,US/Central,KPWC,2021-01-11 14:55:00,34,29,75,28.54,10,NNW,6,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3683668,Source1,2,2023-03-21 6:01:30,2023-03-21 11:00:00,41.870097,-87.879536,41.871992,-87.825679,2.774,Slow traffic on Eisenhower Expy E - I-290 E from Wolf Rd/Exit 16 (I-290) to Des Plaines Ave/Exit 21A (I-290) due to accident.,Chicago-Kansas City Expressway E,Westchester,Cook,IL,60154,US,US/Central,KMDW,2023-03-21 5:53:00,37,31,65,29.47,10,SSW,8,0,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-6862221,Source1,2,2020-10-24 22:38:00,2020-10-25 0:45:00,32.366334,-86.147092,32.362344,-86.166532,1.168,Incident on I-85 SB near MM 9 Left lane blocked.,AL-8 W,Montgomery,Montgomery,AL,36117,US,US/Central,KMXF,2020-10-24 22:49:00,70,70,,29.74,5,E,3,0,Light Drizzle,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-7294680,Source1,2,2019-12-30 17:16:00,2019-12-30 18:09:03,44.91568,-95.69451,44.91568,-95.69451,0,At CR-5/310th Ave - Accident.,Highway 212 SW,Montevideo,Chippewa,MN,56265,US,US/Central,KMVE,2019-12-30 17:15:00,18,1,79,28.61,10,N,20,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-4809240,Source1,2,2022-09-11 10:14:00,2022-09-11 12:24:33,34.1593802,-118.4622824,34.1556602,-118.4457824,0.978,Accident on Ventura Fwy E - US-101 S from Sepulveda Blvd (US-101) to Van Nuys Blvd (US-101).,US-101,Sherman Oaks,Los Angeles,CA,91403,US,US/Pacific,KVNY,2022-09-11 9:51:00,80,80,67,29.17,10,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-4850070,Source1,2,2022-06-06 7:34:01,2022-06-06 7:48:30,46.697333,-113.213851,46.701382,-113.241936,1.36,Slow traffic on US-12 W - I-90 W from MT-1/Exit 153 (I-90) to Frontage Rd/Exit 138 (I-90) due to accident.,Interstate 90,Drummond,Granite,MT,59832,US,US/Mountain,K3DU,2022-06-06 7:24:00,51,51,86,26.68,10,CALM,0,0,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2370732,Source2,2,2018-11-30 7:28:35,2018-11-30 7:58:11,43.139416,-77.668304,,,0,Accident on I-390 Southbound at Exit 19 NY-33A Chili Ave.,I-390 S,Rochester,Monroe,NY,14624,US,US/Eastern,KROC,2018-11-30 7:54:00,33.1,28.7,89,30.03,10,ESE,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1925468,Source2,3,2019-08-21 15:40:56,2019-08-21 17:12:48,44.938343,-92.959732,,,1.139999986,Lane blocked due to accident on I-494 Southbound from Exit 58B I-94 Exit 249 to Exit 58C Tamarack Rd.,I-494 E,Saint Paul,Washington,MN,55125,US,US/Central,KSTP,2019-08-21 15:53:00,74,74,48,29.28,10,W,6,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3447337,Source1,4,2016-12-06 19:26:50,2016-12-07 1:26:50,36.847924,-76.433645,36.825232,-76.433419,1.568,Closed between VA-659/Pughsville Rd/Exit 10 and VA-337/Portsmouth Blvd/Exit 11 - Road closed due to accident.,I-664 S,Chesapeake,Chesapeake,VA,23321,US,US/Eastern,KPVG,2016-12-06 19:35:00,51.8,,88,29.6,8,North,6.9,0.01,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-76337,Source2,2,2016-09-11 22:07:02,2016-09-11 22:37:02,33.93819,-118.359138,,,0,Accident on Condon Ave near Lennox Blvd.,Condon Ave,Inglewood,Los Angeles,CA,90304-2236,US,US/Pacific,KHHR,2016-09-11 21:53:00,66,,81,29.99,10,West,6.9,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2964157,Source2,2,2018-03-22 15:31:27,2018-03-22 16:16:10,33.744522,-118.005135,,,0,#1 lane blocked due to accident on Bolsa Ave at I-405.,Bolsa Ave,Westminster,Orange,CA,92683,US,US/Pacific,KSLI,2018-03-22 15:56:00,63.5,,67,30.06,10,ESE,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-7488286,Source1,2,2018-12-21 13:48:24,2018-12-21 14:18:15,43.139595,-71.495212,43.159549,-71.512254,1.624,At I-89 - Accident. 2 lanes closed.,I-93 N,Bow,Merrimack,NH,3304,US,US/Eastern,KCON,2018-12-21 13:47:00,55.4,,100,29.45,5,SE,6.9,0.22,Light Rain,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1611286,Source2,2,2020-01-23 14:15:26,2020-01-23 15:19:09,38.610691,-121.401489,,,0,Left turn lane blocked due to accident on Fulton Ave at El Camino Ave.,Fulton Ave,Sacramento,Sacramento,CA,95821,US,US/Pacific,KMCC,2020-01-23 13:53:00,57,57,77,30.08,10,CALM,0,,Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5130102,Source1,2,2022-04-04 14:50:27,2022-04-04 15:33:20,28.553187,-81.367283,28.553151,-81.363782,0.212,Slow traffic on US-92 E - US-17 N - US-92 W - US-17 S - FL-50 from FL-527/N Magnolia Ave (FL-50) to N Bumby Ave (FL-50) due to accident.,E Colonial Dr,Orlando,Orange,FL,32803-4639,US,US/Eastern,KORL,2022-04-04 14:53:00,82,82,52,29.87,10,SSW,7,0,Mostly Cloudy,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-3015845,Source2,2,2018-02-16 11:16:15,2018-02-16 11:59:23,35.441051,-80.763885,,,0,Accident on Poplar Tent Rd at NC-73.,Poplar Tent Rd,Huntersville,Cabarrus,NC,28078,US,US/Eastern,KJQF,2018-02-16 10:53:00,75.2,,53,29.93,10,SW,16.1,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-4209235,Source1,2,2022-07-07 15:54:54,2022-07-07 17:17:43,29.974043,-90.100028,29.973091,-90.098596,0.108,Incident on CANAL ST near S PIERCE ST Expect delays.,Canal St,New Orleans,Orleans,LA,70119-6021,US,US/Pacific,KAUD,2022-07-07 15:55:00,87,87,72,29.98,10,WSW,3,0,Partly Cloudy,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2774725,Source2,2,2018-06-21 18:35:58,2018-06-21 19:20:40,33.752926,-84.506042,,,0,Accident on Howell Dr at Fairburn Rd.,Howell Dr SW,Atlanta,Fulton,GA,30331-4024,US,US/Eastern,KFTY,2018-06-21 18:53:00,80.1,,81,29.83,10,SW,6.9,0,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-1988932,Source2,3,2019-07-26 6:51:00,2019-07-26 7:49:58,35.027771,-85.361687,,,1.840000033,Entry ramp to I-24 Eastbound from Browns Ferry Rd Southbound closed due to recovery work and earlier rolled over vehicle.,I-24 E,Chattanooga,Hamilton,TN,37419,US,US/Eastern,KCHA,2019-07-26 6:53:00,64,64,90,29.5,10,CALM,0,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-5655281,Source1,2,2021-10-29 18:05:03,2021-10-29 18:25:03,40.681916,-73.691841,40.682464,-73.688702,0.169,Stationary traffic from Corona Ave exit [15] to Blakeman Dr / N Corona Ave due to accident.,Southern State Pkwy E,Valley Stream,Nassau,NY,11580,US,US/Eastern,KJFK,2021-10-29 17:51:00,56,56,69,29.76,10,E,29,0,Cloudy / Windy,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2755775,Source2,2,2018-06-12 8:39:52,2018-06-12 9:09:40,40.005058,-75.218346,,,0,Accident on US-1 City Ave at Kings Grant Dr.,Kings Grant Dr,Philadelphia,Montgomery,PA,19131,US,US/Eastern,KPHL,2018-06-12 8:54:00,63,,72,30.25,10,Calm,,,Scattered Clouds,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-6812420,Source1,2,2020-11-21 20:54:00,2020-11-21 22:53:18,26.535697,-81.871196,26.536452,-81.871213,0.052,Incident on S TAMIAMI TRL near BELL TOWER PARK BLVD Drive with caution.,S Tamiami Trl,Fort Myers,Lee,FL,33912,US,US/Eastern,KRSW,2020-11-21 20:53:00,71,71,87,30.1,10,NE,7,0,Fair,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-7660673,Source1,3,2017-11-16 17:54:38,2017-11-16 23:54:38,39.10355,-94.57206,39.10412,-94.57173,0.043,At Admiral Blvd/Exit 2 - Accident. Left lane blocked.,US-71 N,Kansas City,Jackson,MO,64106,US,US/Central,KMKC,2017-11-16 17:54:00,50,,46,30.08,10,East,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
